"","row_number","id","track_name","size_bytes","currency","price","rating_count_tot","rating_count_ver","user_rating","user_rating_ver","ver","cont_rating","prime_genre","sup_devices.num","ipadSc_urls.num","lang.num","vpp_lic"
"1799",3942,950022424,"Jet: Online Shopping Deals & Bulk Wholesale Prices",203396096,"USD",0,9006,216,4.5,5,"3.7.2","4+","Shopping",37,5,1,1
"1800",3943,950130103,"Panther Simulator",138006528,"USD",0.99,476,476,4,4,"1.0","9+","Games",40,5,1,1
"1801",3946,950279845,"Questerium: Sinister Trinity, Collector's Edition HD (Full)",1176809472,"USD",6.99,243,243,4.5,4.5,"1.2","9+","Games",24,5,11,1
"1802",3949,950386914,"Sweet Shop",80953344,"USD",0.99,258,172,4,4,"1.0.3","4+","Games",38,5,16,1
"1803",3951,950519698,"VivaVideo PRO Best Video Editor & Movie Maker HD",135152640,"USD",2.99,442,42,4.5,5,"5.8.0","4+","Photo & Video",37,0,19,1
"1804",3955,950593464,"Dr. Panda's Ice Cream Truck",205928448,"USD",1.99,445,294,4,4,"1.33","4+","Education",40,4,20,1
"1805",3956,950593959,"Dr. Panda Restaurant Asia",261428224,"USD",0,853,176,4.5,4,"1.2","4+","Education",40,4,15,1
"1806",3958,950669893,"Walking for Weight Loss: training plans, GPS, tips",111419392,"USD",0,397,52,3.5,4,"4.4.1","4+","Health & Fitness",37,0,10,1
"1807",3959,950795722,"Prodigy Math Game",10961920,"USD",0,6683,6051,4.5,4.5,"1.6","9+","Education",37,5,1,1
"1808",3960,950812012,"Alto's Adventure",128664576,"USD",4.99,7824,458,4.5,4.5,"1.4.2","9+","Games",38,5,19,1
"1809",3962,950902520,"Polaroid Print App - ZIP",85582848,"USD",0,631,44,1.5,1.5,"3.1","4+","Photo & Video",37,0,22,1
"1810",3965,950955524,"Card Crawl",147526656,"USD",2.99,1461,79,4.5,5,"2.2.8","12+","Games",37,5,1,1
"1811",3967,950984120,"Krosmaster Arena",383136768,"USD",0,91,30,2.5,2.5,"1.9.5","9+","Games",26,5,1,1
"1812",3968,951177560,"Dark Echo",92751872,"USD",1.99,3542,38,4.5,4.5,"1.3.1","12+","Games",40,5,10,1
"1813",3969,951346423,"The Line Zen",28614656,"USD",0,16674,3641,4.5,4.5,"1.1.1","4+","Games",40,5,1,1
"1814",3970,951350964,"Bachify",98627584,"USD",1.99,88,50,3.5,3.5,"1.0.1.50","12+","Photo & Video",37,0,1,1
"1815",3971,951364656,"ZigZag",120344576,"USD",0,104502,20813,4.5,4,"1.2.1","4+","Games",40,4,1,1
"1816",3972,951417499,"Touchdown Hero",163222528,"USD",0,6570,152,4.5,4.5,"2.5","4+","Games",38,5,1,1
"1817",3976,951627022,"Scanner App by Photomyne: Scan & Auto-Crop Photos",71397376,"USD",1.99,2582,568,4.5,5,"5.4","4+","Photo & Video",37,5,11,1
"1818",3977,951627425,"DRAGON BALL Z DOKKAN BATTLE",116492288,"USD",0,5362,796,4,4,"3.0.1","9+","Games",40,4,4,1
"1819",3980,951704333,"Filterra – Photo Editor, Effects for Pictures",99465216,"USD",0,14744,2178,4.5,4.5,"1.10","4+","Photo & Video",37,5,13,1
"1820",3981,951744068,"Traffic Rider",244306944,"USD",0,14592,1085,4.5,4.5,"1.4","4+","Games",40,5,18,1
"1821",3982,951761438,"Cool Wallpapers for Pokemon",18546688,"USD",0,3694,3041,5,5,"2.7","4+","Photo & Video",37,0,1,1
"1822",3984,951937596,"Microsoft Outlook - email and calendar",185139200,"USD",0,32807,178,3.5,4.5,"2.27.0","4+","Productivity",37,5,58,1
"1823",3992,952578897,"LOL Movie: Change your face + voice!",64729088,"USD",0,849,61,4.5,4,"1.4","4+","Photo & Video",38,5,14,1
"1824",3994,952632588,"Export Messages - Save Print Backup Recover Text SMS iMessages",8663040,"USD",4.99,284,275,3.5,3.5,"1.1","4+","Entertainment",38,0,1,1
"1825",3995,952658839,"Oil Hunt",243789824,"USD",0,403,66,3.5,3.5,"4.1.0","4+","Games",37,5,1,1
"1826",3996,952658953,"Her Story",1881128960,"USD",2.99,346,346,4,4,"1.1","17+","Games",38,4,1,1
"1827",3998,952715194,"King of Thieves",183342080,"USD",0,20911,142,4.5,4.5,"2.18","9+","Games",38,5,13,1
"1828",4000,952877179,"VR Roller Coaster",169523200,"USD",0,107,102,3.5,3.5,"2.0.0","4+","Games",37,5,1,1
"1829",4001,952929696,"Furdemption - A Quest For Wings",38349824,"USD",2.99,703,39,5,5,"1.3.5","12+","Games",38,4,11,1
"1830",4006,953426154,"Be Focused Pro - Focus timer & Goal Tracker",45358080,"USD",1.99,643,133,4.5,4.5,"1.6","4+","Productivity",37,5,1,1
"1831",4011,953831664,"1+2=3",21727232,"USD",0,2816,37,4,3.5,"9.13.0","4+","Games",37,4,1,1
"1832",4012,953876014,"Sabertooth Tiger Simulator",122327040,"USD",0.99,323,323,4.5,4.5,"1.0","9+","Games",43,5,1,1
"1833",4017,953946902,"Divide By Sheep",153575424,"USD",2.99,138,99,4.5,4.5,"1.2","12+","Games",38,4,1,1
"1834",4018,953953312,"Video Saver & Uploader-Save & Upload your Photo&Movie",11715584,"USD",0.99,1754,684,4,4,"1.8","4+","Photo & Video",40,5,1,1
"1835",4025,954372033,"Musical Video Creator Music+Videos illuminati Pro",17254400,"USD",0,1588,40,3.5,3.5,"3.0","17+","Entertainment",38,1,1,1
"1836",4031,955157084,"Mr Jump",66228224,"USD",0,33282,286,4.5,4.5,"3.4","4+","Games",37,5,14,1
"1837",4032,955170175,"Zig Zag Boom",113618944,"USD",0,3242,765,4.5,4.5,"1.3.2","4+","Games",40,5,1,1
"1838",4035,955266964,"Create Musical Vids - Dubsmash & Musical.ly Edition - Record yourself saying the best sounds",20520960,"USD",1.99,51,43,3.5,3.5,"1.3","12+","Entertainment",40,2,1,1
"1839",4036,955286870,"CPlus for Craigslist app - mobile classifieds",120219648,"USD",0,13345,2788,5,5,"3.0.0","17+","Catalogs",37,5,1,1
"1840",4037,955290679,"Domino Drop",43565056,"USD",1.99,2272,2150,4.5,4.5,"1.0.1","4+","Games",40,5,13,1
"1841",4038,955298998,"Pursuit of Light",33284096,"USD",0.99,2114,178,4.5,4.5,"1.1.2","4+","Games",38,5,6,1
"1842",4039,955327604,"Jelly Jump",249597952,"USD",0,48694,7168,4.5,4.5,"1.4","4+","Games",40,5,1,1
"1843",4040,955387547,"Green the Planet",14761984,"USD",0,5660,1036,4.5,4.5,"1.1.3","4+","Games",38,5,2,1
"1844",4042,955682952,"Century City",83817472,"USD",0,20147,381,4.5,4.5,"3.4.0","12+","Games",37,5,1,1
"1845",4043,955705796,"MARVEL Future Fight",1350787072,"USD",0,20906,433,4.5,4.5,"3.0.0","9+","Games",38,5,15,1
"1846",4046,955957721,"Storm Radar",93304832,"USD",0,22792,1563,4.5,3.5,"1.9.9","4+","Weather",37,5,31,1
"1847",4047,955962995,"Boom Boom Soccer",169730048,"USD",0,91,91,3,3,"1.0.1","9+","Games",38,5,1,1
"1848",4050,956373528,"The Lost Heir: The Fall of Daria",47482880,"USD",2.99,253,140,5,5,"1.1.0","12+","Games",38,5,1,1
"1849",4054,956794130,"""HOOK""",76611584,"USD",0.99,959,150,5,5,"1.04","4+","Games",40,5,1,1
"1850",4056,957124541,"Tsuro - The Game of the Path",104660992,"USD",2.99,539,166,4.5,4.5,"1.3","4+","Games",38,4,5,1
"1851",4057,957212695,"Sisters: A Virtual Reality Ghost Story",306997248,"USD",0,251,59,4,4,"2.0","12+","Entertainment",37,0,1,1
"1852",4058,957255155,"Disney Magical Dice",270143488,"USD",0,947,172,4,4.5,"1.1.0","4+","Games",38,5,15,1
"1853",4060,957302048,"Battle Supremacy: Evolution",1114858496,"USD",4.99,308,117,3.5,3.5,"1.1.0","9+","Games",37,5,1,1
"1854",4061,957316969,"Psych",38133760,"USD",0,635,136,4,4.5,"1.02","4+","Games",40,4,1,1
"1855",4065,957764690,"Quick Reposter - Repost, Regram and Reshare Photos",16826368,"USD",0,17694,72,4.5,4,"15","17+","Social Networking",37,2,1,1
"1856",4070,958415876,"Descendants",402404352,"USD",0,4333,512,3.5,3,"1.23","4+","Games",37,5,7,1
"1857",4071,958455860,"CHAOS RINGS Ⅲ",1731159040,"USD",19.99,627,47,4,5,"1.1.1","12+","Games",40,5,2,1
"1858",4072,958604518,"Lumino City",2441955328,"USD",4.99,6097,190,4.5,5,"2.5","4+","Games",37,5,11,1
"1859",4074,958763157,"War Dragons",137094144,"USD",0,25834,115,4.5,4.5,"3.21","12+","Games",38,5,12,1
"1860",4075,958796099,"The Rock Clock™",89194496,"USD",0,951,53,4,3,"1.0.3","9+","Utilities",37,0,1,1
"1861",4077,958848462,"GAROU: MARK OF THE WOLVES",136425472,"USD",3.99,162,162,4.5,4.5,"1.0.0","12+","Games",38,5,2,1
"1862",4083,959304067,"Falcon Simulator",170082304,"USD",0.99,482,482,4.5,4.5,"1.0","9+","Games",40,5,1,1
"1863",4086,959390742,"Snail Bob 2 Deluxe",460804096,"USD",2.99,114,42,4.5,4.5,"1.1.1","4+","Games",38,5,21,1
"1864",4088,959452391,"Runestone Keeper",190766080,"USD",2.99,95,38,4.5,4,"1.2.0","9+","Games",40,5,8,1
"1865",4091,959469304,"FATAL FURY SPECIAL",85696512,"USD",3.99,39,39,4,4,"1.0.0","12+","Games",38,5,2,1
"1866",4093,959498315,"Extreme Car Driving Simulator Free",170371072,"USD",0,28900,7165,4.5,4.5,"4.10","4+","Games",38,5,1,1
"1867",4096,959619034,"Flight Pilot Simulator 3D: Flying Game For Free",142512128,"USD",0,60360,6551,5,4.5,"1.3.4","4+","Games",38,5,1,1
"1868",4098,959801877,"Block Party : Mini Game With Worldwide Multiplayer",95862784,"USD",0.99,250,56,4,4,"1.2","12+","Games",43,5,1,1
"1869",4099,959937622,"My Newborn Kitty - Fluffy Care",97374208,"USD",0,230,85,3.5,4,"1.2","4+","Games",40,5,12,1
"1870",4100,959954514,"Progress to 100",98574336,"USD",0.99,3746,793,4.5,5,"1.2","4+","Games",37,5,1,1
"1871",4101,960120322,"Batman: Arkham Underworld",783700992,"USD",0,9287,41,4.5,4.5,"1.0.205806","12+","Games",37,5,1,1
"1872",4102,960128616,"Plug for Minecraft PE",14828544,"USD",2.99,5969,41,4,4,"3.15","4+","Games",37,5,1,1
"1873",4104,960161732,"Skiing Yeti Mountain",73926656,"USD",0,2830,1201,5,5,"1.1.1","9+","Games",38,5,1,1
"1874",4105,960251959,"Lara Croft: Relic Run",240062464,"USD",0,3366,476,4,4.5,"1.10.0","9+","Games",40,5,1,1
"1875",4107,960506557,"Gun Fu: Stickman 2",110213120,"USD",0,1664,49,4.5,4.5,"1.16.1","12+","Games",38,4,31,1
"1876",4109,960708632,"Riddle Stones - Cross Numbers",115761152,"USD",0,707,111,4,3.5,"4.3.0","4+","Games",43,5,7,1
"1877",4110,960716999,"Noizio",31550464,"USD",1.99,167,55,4.5,4.5,"1.4","4+","Music",38,3,1,1
"1878",4111,960744514,"The Mesh",102760448,"USD",1.99,714,679,4.5,4.5,"1.2.1","4+","Games",37,4,8,1
"1879",4116,961339405,"Prison Life RPG",100126720,"USD",3.99,135,76,4.5,4.5,"1.4.0","12+","Games",40,5,4,1
"1880",4117,961390574,"CARROT Weather - Talking Forecast Robot",57446400,"USD",3.99,4913,57,4.5,4.5,"3.1.1","12+","Weather",37,5,1,1
"1881",4123,961875786,"Roll the Ball™ - slide puzzle",173849600,"USD",0,20911,1110,4.5,4.5,"1.7.2","4+","Games",38,5,1,1
"1882",4129,962144693,"Hovercraft - Build Fly Retry",107164672,"USD",0,14123,91,4.5,4.5,"1.6.12","4+","Games",38,5,11,1
"1883",4130,962194608,"Google Photos - unlimited photo and video storage",160215040,"USD",0,88742,1145,5,5,"2.17.0","4+","Photo & Video",37,5,75,1
"1884",4133,962289279,"Impulse GP - Super Bike Racing",140515328,"USD",0,147,40,4,4,"2.5","4+","Games",37,5,1,1
"1885",4140,962713931,"Ys Chronicles 1",450259968,"USD",4.99,118,43,4,4,"1.0.2","9+","Games",40,5,1,1
"1886",4144,962969578,"Blackbox - think outside the box",100392960,"USD",0,80058,444,5,5,"1.3.10","4+","Games",37,0,1,1
"1887",4145,962973848,"Moji™",28156928,"USD",0,439,89,2.5,3,"1.9.4","17+","Entertainment",37,0,1,1
"1888",4148,963034692,"Streaks",66332672,"USD",3.99,2279,229,4.5,4.5,"2.2","4+","Productivity",37,0,26,1
"1889",4149,963037888,"One More Bounce",112745472,"USD",0,129,86,4.5,4.5,"1.0.2","4+","Games",37,5,1,1
"1890",4150,963038076,"One More Jump",110811136,"USD",0,806,46,4.5,4.5,"1.4.1","4+","Games",38,5,1,1
"1891",4151,963067330,"Cookie Run: OvenBreak",123984896,"USD",0,1976,132,4.5,4.5,"1.82","4+","Games",37,5,11,1
"1892",4152,963093508,"Dragon Hills",175003648,"USD",1.99,5508,730,4.5,4.5,"1.2.1","9+","Games",38,5,1,1
"1893",4159,963668030,"Coco Pony - My Dream Pet",256222208,"USD",0,1627,60,4.5,5,"1.2.0","4+","Games",38,5,11,1
"1894",4164,964351449,"Hiking Project",88667136,"USD",0,247,48,4,4.5,"3.1.6","4+","Sports",37,5,1,1
"1895",4166,964436963,"Drive Ahead!",250080256,"USD",0,19776,105,4.5,4.5,"1.51","9+","Games",40,5,17,1
"1896",4168,964743113,"LOOPIMAL by YATATOY",58019840,"USD",3.99,336,272,4.5,4.5,"1.1.0","4+","Education",43,4,5,1
"1897",4169,964748094,"My Water Balance: Daily Drink Tracker & Reminder",91650048,"USD",0,1601,502,4.5,4.5,"3.4.3","4+","Health & Fitness",37,5,13,1
"1898",4170,965000875,"OK K.O.! Lakewood Plaza Turbo",1614744576,"USD",0,430,41,4.5,4.5,"1.3.0","9+","Games",37,5,7,1
"1899",4172,965096605,"Legend of Grimrock",1215169536,"USD",4.99,452,211,4.5,4.5,"1.1.3","9+","Games",38,5,1,1
"1900",4173,965114347,"Farming PRO 2015",142140416,"USD",1.99,560,80,4,4.5,"2.0","4+","Games",40,5,1,1
"1901",4175,965137032,"World Craft - Epic Dream Island",150025216,"USD",0,2102,460,2.5,3,"2.5","4+","Games",37,5,1,1
"1902",4179,965474816,"Baby Pics - pregnancy & baby milestone photos",188807168,"USD",2.99,1872,30,4.5,5,"2.2.1","4+","Photo & Video",37,5,12,1
"1903",4181,965552611,"AO Creator - Creator for Pokémon",87649280,"USD",6.99,1032,132,3.5,3,"1.4.1","4+","Utilities",38,0,1,1
"1904",4185,965748314,"Pinata Hunter 3",38805504,"USD",0,199,199,4,4,"1.0.0","9+","Games",43,3,16,0
"1905",4189,965965461,"Pancake – The Game",12034048,"USD",0,4903,497,4.5,4.5,"1.12","4+","Games",40,3,1,1
"1906",4190,966030326,"KORG iM1",95298560,"USD",29.99,338,97,4.5,4.5,"1.0.5","4+","Music",24,5,31,1
"1907",4191,966038711,"Blackthorn Castle",113778688,"USD",2.99,399,349,5,5,"1.2","4+","Games",40,5,1,1
"1908",4192,966057213,"Focus To-Do: The Best Focus Timer for Work & Study",42187776,"USD",0.99,813,96,4.5,4.5,"3.3","4+","Productivity",37,5,9,1
"1909",4198,966333863,"Pathfinder Adventures",729790464,"USD",0,1498,166,4,4.5,"1.1.6.4.3","9+","Games",38,4,1,1
"1910",4200,966758561,"GOAT: Buy & Sell Sneakers",133889024,"USD",0,3116,147,4.5,5,"1.9.2","9+","Shopping",37,5,1,1
"1911",4204,966810173,"Vikings: War of Clans",142196736,"USD",0,7969,97,4.5,4.5,"2.5.0","9+","Games",38,5,8,1
"1912",4205,967082741,"Devious Dungeon 2",114266112,"USD",2.99,335,185,4.5,4.5,"1.2","12+","Games",40,5,1,1
"1913",4209,967351793,"Layout from Instagram",9355264,"USD",0,12616,2397,4.5,4.5,"1.2.4","4+","Photo & Video",37,0,27,1
"1914",4211,967422975,"YAHTZEE® With Buddies: The Classic Dice Game",420385792,"USD",0,40446,246,4,4.5,"4.30.5","4+","Games",37,5,1,1
"1915",4212,967502646,"Air Display 3",60604416,"USD",9.99,228,107,3,2.5,"3.0.3","4+","Utilities",38,4,7,1
"1916",4213,967624193,"Noodles!",30650368,"USD",1.99,917,158,4.5,5,"1.7","4+","Games",37,5,9,1
"1917",4219,968016877,"Winterstate",148738048,"USD",0,108,108,3.5,3.5,"1.5.1","9+","Games",38,5,8,1
"1918",4223,968433730,"Adobe Spark Page — Create Stunning Web Pages",120110080,"USD",0,2528,80,4.5,4.5,"1.6.4","4+","Productivity",37,5,1,1
"1919",4225,968666409,"Robocide",243791872,"USD",0,599,180,4.5,4.5,"1.16.3","9+","Games",38,5,8,1
"1920",4226,968744559,"Sonic Dash 2: Sonic Boom",190799872,"USD",0,5697,684,4.5,4.5,"1.7.5","4+","Games",37,5,7,1
"1921",4229,968953976,"Unison League",71931904,"USD",0,36414,32,4.5,4.5,"1.2.4","9+","Games",40,5,1,1
"1922",4232,968999008,"Goat Simulator GoatZ",408956928,"USD",4.99,3035,159,4,4.5,"1.6.2","12+","Games",40,5,1,1
"1923",4235,969211750,"Stray Cat Simulator",170766336,"USD",0.99,1892,1574,4.5,4.5,"1.0.1","9+","Games",40,5,1,1
"1924",4236,969247886,"Sky Whale - a Game Shakers App",306733056,"USD",0,3248,217,4.5,4.5,"2.1","4+","Games",38,5,13,1
"1925",4238,969316884,"The Walking Dead: Road to Survival - Strategy Game",151109632,"USD",0,16116,151,4.5,4.5,"5.0.1","17+","Games",38,5,12,1
"1926",4240,969447496,"Xenowerk",160539648,"USD",0.99,978,117,4.5,4.5,"1.3.4","12+","Games",37,5,10,1
"1927",4243,969589921,"Hello Kitty Lunchbox – Food Maker",478513152,"USD",0,694,213,4.5,4.5,"1.3","4+","Games",38,5,14,1
"1928",4245,969934912,"Nom Cat - Endless feeding frenzy arcade game",65225728,"USD",0,5655,375,4.5,4.5,"2.2.7","4+","Games",37,5,1,1
"1929",4247,969961138,"HoPiKo",84405248,"USD",1.99,553,452,4,4,"1.0.5","4+","Games",40,4,1,1
"1930",4248,970021572,"Adventures of Poco Eco - Lost Sounds: Experience Music and Animation Art in an Indie Game",966435840,"USD",3.99,148,54,4.5,4.5,"1.8.0","4+","Games",43,5,1,1
"1931",4250,970131308,"Musical Video Maker - Create Music clips lip sync",28518400,"USD",0,320,68,3.5,3.5,"3.0","9+","Music",37,3,1,1
"1932",4251,970202342,"Solitairica",207793152,"USD",3.99,431,46,4.5,4.5,"1.0.16","9+","Games",37,5,1,1
"1933",4255,970417047,"The Walking Dead: No Man's Land",574139392,"USD",0,21016,1124,4.5,4.5,"2.5.0","17+","Games",37,5,1,1
"1934",4256,970421850,"rop",21389312,"USD",0.99,2318,397,4.5,4.5,"3.1","4+","Games",40,5,12,1
"1935",4258,970721313,"The Quest Keeper",119513088,"USD",0,2232,1066,4.5,4.5,"1.03","4+","Games",40,5,1,1
"1936",4259,970777078,"Free Music Play - Mp3 Streamer & Player",18927616,"USD",0,2496,2374,4.5,4.5,"1.3.0","4+","Music",38,5,31,1
"1937",4263,971231853,"Cosmic-Watch",178203648,"USD",4.99,85,81,4.5,4.5,"1.2.0","4+","Education",38,5,1,1
"1938",4264,971233157,"Asphalt Xtreme: Offroad Rally Racing",1165103104,"USD",0,3960,90,4,4,"1.4.2","12+","Games",37,5,15,1
"1939",4266,971304016,"Lara Croft GO",1176644608,"USD",4.99,6431,166,5,5,"2.1.7","9+","Games",37,5,10,1
"1940",4268,971414822,"Battleplans - #1 Battle Strategy & Defense Game",291126272,"USD",0,785,52,4.5,4,"1.9.1","9+","Games",37,5,1,1
"1941",4273,971756507,"Does not Commute",87481344,"USD",0,5645,1563,4,4.5,"1.4.0","4+","Games",40,5,9,1
"1942",4274,971788369,"Galactic Keep",518226944,"USD",3.99,169,46,4.5,4,"1.7","12+","Games",40,5,1,1
"1943",4278,972013240,"100! Block Puzzle - Color jigsaw 10x10 board game",26438656,"USD",0,18821,96,4.5,5,"2.3.1","4+","Games",37,4,1,1
"1944",4280,972319818,"Prune",105950208,"USD",3.99,719,145,4,4,"1.0.68","4+","Games",40,5,1,1
"1945",4284,972387337,"Scrivener",13418496,"USD",19.99,651,88,4.5,4,"1.0.1","4+","Productivity",37,5,1,1
"1946",4294,972627326,"Flick Field Goal 17",98314240,"USD",0,968,106,4.5,4.5,"2.2","4+","Games",38,5,1,1
"1947",4295,972627811,"Flick Quarterback 17",103305216,"USD",0,4371,1081,4.5,4.5,"2.3","4+","Games",38,5,1,1
"1948",4296,972657175,"Severed",236545024,"USD",2.99,1580,66,5,4.5,"1.0.14","12+","Games",37,5,11,1
"1949",4300,973005664,"Arrow Ambush",25895936,"USD",0,32020,192,5,4,"1.8","4+","Games",38,2,1,1
"1950",4301,973055274,"Fix It Girls - House Makeover",98941952,"USD",0,2091,40,4.5,4,"1.5","4+","Games",38,5,11,1
"1951",4302,973056418,"LiveMixtapes",63872000,"USD",0,555,105,4,4.5,"2.1","12+","Music",37,0,1,1
"1952",4303,973113361,"Rummikub®",168663040,"USD",2.99,447,116,3,1.5,"3.1.27","4+","Games",38,5,1,1
"1953",4306,973337925,"MakeupPlus - Natural, Professional Makeup Looks",115112960,"USD",0,3987,72,4.5,5,"3.3.6","4+","Photo & Video",37,0,13,1
"1954",4311,973482525,"Blossom Blast Saga - Fun Flower Match & Grow Game",70504448,"USD",0,29475,170,4.5,4.5,"43.0.1","4+","Games",43,5,1,1
"1955",4312,973482987,"Five Nights at Freddy's 3",47722496,"USD",2.99,9876,3392,4.5,4.5,"1.3","12+","Games",43,4,1,1
"1956",4313,973741088,"PowerSchool Mobile",39950336,"USD",0,4547,1582,4,4.5,"1.1.3","4+","Education",37,4,3,1
"1957",4316,973901066,"Princess Fairy Rush - Pony Rainbow Adventure",185982976,"USD",0,435,435,4.5,4.5,"1.0","4+","Games",40,5,11,1
"1958",4318,974092051,"Blackwell 4: Deception",646467584,"USD",3.99,31,31,5,5,"1.0","12+","Games",40,5,1,1
"1959",4321,974530923,"Laundry Day - Care Symbol Reader",14903296,"USD",0.99,34,34,4.5,4.5,"1.0","4+","Productivity",38,0,2,1
"1960",4323,974599171,"Mimpi Dreams",171659264,"USD",0.99,1554,1386,4.5,4.5,"2.02","9+","Games",38,5,11,1
"1961",4326,974748812,"GIPHY. The GIF Search Engine for All the GIFs",48201728,"USD",0,2069,46,4.5,4.5,"2.6.1","17+","Photo & Video",37,0,1,1
"1962",4328,975139176,"Head Basketball",133572608,"USD",0,18037,924,4.5,4.5,"1.4.3","4+","Games",38,5,1,1
"1963",4329,975364678,"SongPop 2 - Guess The Song",117985280,"USD",0,9517,119,4.5,4.5,"2.7","12+","Games",37,5,17,1
"1964",4335,975683986,"Door Kickers",1017208832,"USD",4.99,515,267,5,5,"1.0.5","12+","Games",24,5,1,1
"1965",4338,975985952,"Return to Grisly Manor",176520192,"USD",0.99,116,72,5,5,"1.0.3","4+","Games",40,5,12,1
"1966",4341,976063866,"Weaphones Antiques: Firearms Simulator",39276544,"USD",1.99,116,116,4.5,4.5,"1.0.0","12+","Games",43,5,16,1
"1967",4343,976116090,"Sky Force Reloaded",600387584,"USD",0,7429,761,4.5,5,"1.80","9+","Games",37,5,13,1
"1968",4345,976150380,"Draw a Stickman: EPIC 2",265324544,"USD",1.99,1410,615,4.5,4.5,"1.2.1","9+","Games",38,5,1,1
"1969",4346,976173170,"Basketball Stars™",141687808,"USD",0,28216,1508,4,4.5,"1.8.0","4+","Games",38,5,8,1
"1970",4351,976510666,"Giffage – The GIF Keyboard for GIFs",64018432,"USD",0,315,30,3.5,4.5,"4.0.2","17+","Utilities",37,0,1,1
"1971",4355,977028266,"∞ Infinity Loop",53278720,"USD",0,1773,70,4.5,4.5,"4.6","4+","Games",37,3,11,1
"1972",4363,977256145,"Terra Monsters 3",395485184,"USD",0,76,30,3.5,3,"20.8","9+","Games",37,5,1,1
"1973",4365,977354430,"Battlestar Galactica: Squadrons™",351164416,"USD",0,1938,74,4,4,"1.3.9","12+","Games",37,5,6,1
"1974",4374,977865620,"A Noble Circle",79404032,"USD",0.99,1886,57,5,5,"7.3","9+","Games",37,3,1,1
"1975",4378,977958854,"Harvest Land",139517952,"USD",0,1047,36,4.5,4.5,"1.4.9","9+","Games",38,5,17,1
"1976",4391,978697315,"Scanner For Me - PDF Scan with OCR for Documents",172691456,"USD",4.99,1976,377,4.5,4.5,"1.5","4+","Business",37,5,14,1
"1977",4393,978759625,"Sniper Fury: Fun Mobile Shooter Game",1042634752,"USD",0,8596,263,4.5,4.5,"2.2.0","17+","Games",37,5,15,1
"1978",4394,978866413,"Cooking Dash™",154318848,"USD",0,33808,513,4,4,"1.30.10","4+","Games",37,5,11,1
"1979",4395,978882773,"Family Organizer - Calendar Planner",72469504,"USD",0,828,227,4.5,4.5,"1.2.0","4+","Productivity",37,0,1,1
"1980",4399,979092836,"World Conqueror 3",69404672,"USD",0.99,1094,170,4.5,4.5,"1.3.0","9+","Games",38,5,5,1
"1981",4400,979100082,"Pop the Lock",39330816,"USD",0,28754,1656,4.5,4,"2.0.1","4+","Games",40,4,1,1
"1982",4404,979151411,"Nonstop Knight",161026048,"USD",0,6841,139,4.5,4.5,"1.9.6","9+","Games",37,5,15,1
"1983",4405,979401801,"Browser and File Manager for Documents",42198016,"USD",0,27750,27213,5,5,"2.0.1","17+","Utilities",37,4,5,1
"1984",4410,979598664,"Kill Shot Bravo",104240128,"USD",0,22444,148,4.5,4.5,"2.10","17+","Games",37,5,46,1
"1985",4411,979599928,"R.B.I. Baseball 15",2318708736,"USD",4.99,1510,346,3.5,4,"1.08","4+","Games",38,5,1,1
"1986",4412,979713827,"DragonVale World",117929984,"USD",0,6379,46,4.5,4.5,"1.11.0","4+","Games",25,5,11,1
"1987",4413,979759584,"Words Crush: Hidden Words!",117254144,"USD",0,23735,102,4.5,4.5,"2.2.2","4+","Games",38,5,1,1
"1988",4414,979967712,"Stupid Zombies 3",154107904,"USD",0,10159,933,5,5,"2.7","12+","Games",38,4,1,1
"1989",4415,980132410,"To-Fu Fury",651927552,"USD",0.99,1331,1331,4.5,4.5,"1.0","9+","Games",37,5,8,1
"1990",4419,980274086,"Lost Within",1196982272,"USD",3.99,510,510,4.5,4.5,"1.0","12+","Games",37,4,9,1
"1991",4420,980286865,"Til Morning's Light",1431842816,"USD",3.99,715,398,4.5,4.5,"1.0.2","9+","Games",37,5,8,1
"1992",4421,980307863,"Tales From Deep Space",896630784,"USD",3.99,110,110,4,4,"1.0","9+","Games",25,4,8,1
"1993",4423,980384565,"Wrassling",53612544,"USD",0,1934,108,4.5,4.5,"2.2","4+","Games",37,1,1,1
"1994",4430,981035758,"Neon Chrome",206268416,"USD",9.99,439,121,5,5,"1.0.11","12+","Games",37,5,1,1
"1995",4432,981305941,"LEGO® Batman: Beyond Gotham",1264988160,"USD",4.99,756,308,4,4,"1.4.6","9+","Games",37,5,1,1
"1996",4437,981535263,"Worms™ 4",268636160,"USD",4.99,380,178,3.5,4,"1.07","9+","Games",37,5,8,1
"1997",4438,981633844,"Block Craft 3D: Building Simulator Game For Free",93063168,"USD",0,78412,11001,4.5,5,"2.3.2","4+","Games",37,5,9,1
"1998",4441,981796690,"Dan The Man (Retro Action Platformer)",99317760,"USD",0,7527,228,5,5,"1.1.4","12+","Games",38,5,10,1
"1999",4443,981819100,"Robbery Bob 2: Double Trouble",1006264320,"USD",0,899,260,4.5,4.5,"1.4.0","9+","Games",37,5,5,1
"2000",4444,981888264,"NextGen Car Game Racing",105136128,"USD",0.99,100,100,3.5,3.5,"1.0","4+","Games",43,4,1,1
"2001",4445,981903698,"Battle Copters",267590656,"USD",0,2922,101,4.5,4.5,"1.6.0","12+","Games",37,5,12,1
